,id,movie,year,rating,genre,runtime,imdb,metascore,votes,review_quality
0,0,65,2023,PG-13,"['Action', ' Adventure', ' Drama']",93,55,40,31295,0
1,1,Avatar: The Way of Water,2022,PG-13,"['Action', ' Adventure', ' Fantasy']",192,77,67,357260,2
2,2,Super Mario Bros.,1993,PG,"['Adventure', ' Comedy', ' Family']",104,41,35,58495,0
3,3,Everything Everywhere All at Once,2022,R,"['Action', ' Adventure', ' Comedy']",139,79,81,428222,1
4,4,Ant-Man and the Wasp: Quantumania,2023,PG-13,"['Action', ' Adventure', ' Comedy']",124,64,48,101578,0
5,5,Infinity Pool,2023,R,"['Crime', ' Horror', ' Mystery']",117,61,72,25716,2
6,6,Nope,2022,R,"['Horror', ' Mystery', ' Sci-Fi']",130,68,77,217125,2
7,7,M3GAN,2022,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",102,64,72,93869,2
8,8,Interstellar,2014,PG-13,"['Adventure', ' Drama', ' Sci-Fi']",169,86,74,1891332,1
9,9,Black Panther: Wakanda Forever,2022,PG-13,"['Action', ' Adventure', ' Drama']",161,67,67,256471,2
10,10,Blade Runner 2049,2017,R,"['Action', ' Drama', ' Mystery']",164,80,81,596742,1
11,11,Avatar,2009,PG-13,"['Action', ' Adventure', ' Fantasy']",162,79,83,1336303,1
12,12,Dune,2021,PG-13,"['Action', ' Adventure', ' Drama']",155,80,74,663694,1
13,13,Inception,2010,PG-13,"['Action', ' Adventure', ' Sci-Fi']",148,88,74,2397924,1
14,14,The Hunger Games,2012,PG-13,"['Action', ' Adventure', ' Sci-Fi']",142,72,68,941225,1
15,15,Super 8,2011,PG-13,"['Action', ' Mystery', ' Sci-Fi']",112,70,72,359339,2
16,16,Jurassic World: Dominion,2022,PG-13,"['Action', ' Adventure', ' Sci-Fi']",147,56,38,180301,0
17,17,Spider-Man: No Way Home,2021,PG-13,"['Action', ' Adventure', ' Fantasy']",148,82,71,786146,1
18,18,Black Adam,2022,PG-13,"['Action', ' Adventure', ' Fantasy']",125,63,41,240302,0
19,19,Star Wars: Episode IX - The Rise of Skywalker,2019,PG-13,"['Action', ' Adventure', ' Fantasy']",141,65,53,463849,2
20,20,Avengers: Endgame,2019,PG-13,"['Action', ' Adventure', ' Drama']",181,84,78,1167664,1
21,21,Star Wars: Episode IV - A New Hope,1977,PG,"['Action', ' Adventure', ' Fantasy']",121,86,90,1386049,1
22,22,Jurassic Park,1993,PG-13,"['Action', ' Adventure', ' Sci-Fi']",127,82,68,1008197,1
23,23,The Matrix,1999,R,"['Action', ' Sci-Fi']",136,87,73,1946660,1
24,24,Thor: Love and Thunder,2022,PG-13,"['Action', ' Adventure', ' Comedy']",118,62,57,356646,2
25,25,Guardians of the Galaxy,2014,PG-13,"['Action', ' Adventure', ' Comedy']",121,80,76,1200169,1
26,26,Back to the Future,1985,PG,"['Adventure', ' Comedy', ' Sci-Fi']",116,85,87,1230213,1
27,27,Spider-Man: Into the Spider-Verse,2018,PG,"['Animation', ' Action', ' Adventure']",117,84,87,554542,1
28,28,The Thing,2011,R,"['Horror', ' Mystery', ' Sci-Fi']",103,62,49,138028,0
29,29,Ready Player One,2018,PG-13,"['Action', ' Adventure', ' Sci-Fi']",140,74,64,449990,2
30,30,Rogue One: A Star Wars Story,2016,PG-13,"['Action', ' Adventure', ' Sci-Fi']",133,78,65,653648,1
31,31,Tenet,2020,PG-13,"['Action', ' Sci-Fi', ' Thriller']",150,73,69,525131,2
32,32,Mad Max: Fury Road,2015,R,"['Action', ' Adventure', ' Sci-Fi']",120,81,90,1023691,1
33,33,Galaxy Quest,1999,PG,"['Adventure', ' Comedy', ' Sci-Fi']",102,74,70,168339,2
34,34,Free Guy,2021,PG-13,"['Action', ' Adventure', ' Comedy']",115,71,62,385703,2
35,35,Don't Look Up,2021,R,"['Comedy', ' Drama', ' Sci-Fi']",138,72,49,553374,2
36,36,The Prestige,2006,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",130,85,66,1356886,1
37,37,Star Wars: Episode I - The Phantom Menace,1999,PG,"['Action', ' Adventure', ' Fantasy']",136,65,51,820107,1
38,38,Alien,1979,R,"['Horror', ' Sci-Fi']",117,85,89,898251,1
39,39,Star Wars: Episode VII - The Force Awakens,2015,PG-13,"['Action', ' Adventure', ' Sci-Fi']",138,78,80,943596,1
40,40,The Suicide Squad,2021,R,"['Action', ' Adventure', ' Comedy']",132,72,72,366894,2
41,41,The Thing,1982,R,"['Horror', ' Mystery', ' Sci-Fi']",109,82,57,435668,2
42,42,The Meg,2018,PG-13,"['Action', ' Horror', ' Sci-Fi']",113,56,46,177064,0
43,43,Star Wars: Episode VI - Return of the Jedi,1983,PG,"['Action', ' Adventure', ' Fantasy']",131,83,58,1071135,1
44,44,Blade Runner,1982,R,"['Action', ' Drama', ' Sci-Fi']",117,81,84,783819,1
45,45,Captain Marvel,2019,PG-13,"['Action', ' Adventure', ' Sci-Fi']",123,68,64,574899,2
46,46,Sonic the Hedgehog 2,2022,PG,"['Action', ' Adventure', ' Comedy']",122,65,47,72926,0
47,47,2001: A Space Odyssey,1968,G,"['Adventure', ' Sci-Fi']",149,83,84,681497,1
48,48,A Clockwork Orange,1971,R,"['Crime', ' Sci-Fi']",136,83,77,843751,1
49,49,Starship Troopers,1997,R,"['Action', ' Adventure', ' Sci-Fi']",129,73,52,303140,2
50,50,Donnie Darko,2001,R,"['Drama', ' Mystery', ' Sci-Fi']",113,80,88,815747,1
51,51,The Hunger Games: Catching Fire,2013,PG-13,"['Action', ' Adventure', ' Sci-Fi']",146,75,76,679803,1
52,52,Eternal Sunshine of the Spotless Mind,2004,R,"['Drama', ' Romance', ' Sci-Fi']",108,83,89,1026059,1
53,53,The Mist,2007,R,"['Horror', ' Sci-Fi', ' Thriller']",126,71,58,320460,2
54,54,Her,2013,R,"['Drama', ' Romance', ' Sci-Fi']",126,80,91,631188,1
55,55,Arrival,2016,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",116,79,81,713635,1
56,56,Prey,2022,R,"['Action', ' Adventure', ' Drama']",100,71,71,204358,2
57,57,The Matrix Resurrections,2021,R,"['Action', ' Sci-Fi']",148,57,63,258804,2
58,58,Terminator 2: Judgment Day,1991,R,"['Action', ' Sci-Fi']",137,86,75,1117337,1
59,59,Avengers: Infinity War,2018,PG-13,"['Action', ' Adventure', ' Sci-Fi']",149,84,68,1112182,1
60,60,Star Wars: Episode VIII - The Last Jedi,2017,PG-13,"['Action', ' Adventure', ' Fantasy']",152,69,84,644284,1
61,61,Superman,1978,PG,"['Action', ' Adventure', ' Sci-Fi']",143,74,82,179312,2
62,62,Doctor Strange in the Multiverse of Madness,2022,PG-13,"['Action', ' Adventure', ' Fantasy']",126,69,60,433663,2
63,63,Lucy,2014,R,"['Action', ' Sci-Fi', ' Thriller']",89,64,61,508600,2
64,64,Eternals,2021,PG-13,"['Action', ' Adventure', ' Fantasy']",156,63,52,354883,2
65,65,A Quiet Place Part II,2020,PG-13,"['Drama', ' Horror', ' Sci-Fi']",97,72,71,244020,2
66,66,The Fifth Element,1997,PG-13,"['Action', ' Adventure', ' Sci-Fi']",126,76,52,483598,2
67,67,Star Wars: Episode V - The Empire Strikes Back,1980,PG,"['Action', ' Adventure', ' Fantasy']",124,87,82,1313665,1
68,68,Black Panther,2018,PG-13,"['Action', ' Adventure', ' Sci-Fi']",134,73,88,797168,1
69,69,Aliens,1986,R,"['Action', ' Adventure', ' Sci-Fi']",137,84,84,729043,1
70,70,Annihilation,2018,R,"['Adventure', ' Drama', ' Horror']",115,68,79,336712,2
71,71,Jurassic World,2015,PG-13,"['Action', ' Adventure', ' Sci-Fi']",124,69,59,654148,1
72,72,The Terminator,1984,R,"['Action', ' Sci-Fi']",107,81,84,880977,1
73,73,Spider-Man,2002,PG-13,"['Action', ' Adventure', ' Sci-Fi']",121,74,73,833370,1
74,74,Dune,1984,PG-13,"['Action', ' Adventure', ' Sci-Fi']",137,63,41,164966,0
75,75,Ex Machina,2014,R,"['Drama', ' Sci-Fi', ' Thriller']",108,77,78,558043,1
76,76,Ghostbusters: Afterlife,2021,PG-13,"['Adventure', ' Comedy', ' Fantasy']",124,71,45,190436,2
77,77,Logan,2017,R,"['Action', ' Drama', ' Sci-Fi']",137,81,77,781815,1
78,78,Zack Snyder's Justice League,2021,R,"['Action', ' Adventure', ' Fantasy']",242,80,54,409440,2
79,79,E.T. the Extra-Terrestrial,1982,PG,"['Adventure', ' Family', ' Sci-Fi']",115,79,91,418864,1
80,80,A Quiet Place,2018,PG-13,"['Drama', ' Horror', ' Sci-Fi']",90,75,82,545470,1
81,81,Deadpool 2,2018,R,"['Action', ' Adventure', ' Comedy']",119,76,66,599920,1
82,82,Rise of the Planet of the Apes,2011,PG-13,"['Action', ' Drama', ' Sci-Fi']",105,76,68,538016,1
83,83,Valerian and the City of a Thousand Planets,2017,PG-13,"['Action', ' Adventure', ' Fantasy']",136,64,51,186865,0
