,id,movie,year,rating,genre,runtime,imdb,metascore,votes,review_quality
341,341,Push,2009,PG-13,"['Action', ' Sci-Fi', ' Thriller']",111,61,36,113221,0
342,342,Source Code,2011,PG-13,"['Action', ' Drama', ' Mystery']",93,75,74,529221,1
343,343,Possessor,2020,R,"['Horror', ' Mystery', ' Sci-Fi']",103,65,72,40140,2
344,344,The Road Warrior,1981,R,"['Action', ' Adventure', ' Sci-Fi']",96,76,77,185221,2
345,345,What Happened to Monday,2017,TV-MA,"['Action', ' Crime', ' Fantasy']",123,68,47,127347,2
346,346,The Happening,2008,R,"['Adventure', ' Drama', ' Sci-Fi']",91,50,34,211125,0
347,347,Bicentennial Man,1999,PG,"['Drama', ' Sci-Fi']",132,69,42,120368,0
348,348,Secret Headquarters,2022,PG,"['Action', ' Adventure', ' Comedy']",104,51,47,6498,0
349,349,Critters,1986,PG-13,"['Comedy', ' Horror', ' Sci-Fi']",86,61,52,36985,0
350,350,Equilibrium,2002,R,"['Action', ' Drama', ' Sci-Fi']",107,73,33,337219,0
351,351,Close Encounters of the Third Kind,1977,PG,"['Drama', ' Sci-Fi']",138,76,90,207409,2
352,352,Teenage Mutant Ninja Turtles,2014,PG-13,"['Action', ' Adventure', ' Comedy']",101,58,31,214030,0
353,353,The Cell,2000,R,"['Crime', ' Horror', ' Sci-Fi']",107,64,40,105094,0
354,354,The Lego Batman Movie,2017,PG,"['Animation', ' Action', ' Adventure']",104,73,75,157872,2
355,355,In the Shadow of the Moon,2019,TV-MA,"['Action', ' Crime', ' Mystery']",115,62,48,55859,0
356,356,Stalker,1979,Not Rated,"['Drama', ' Sci-Fi']",162,81,83,137665,2
357,357,RoboCop,2014,PG-13,"['Action', ' Crime', ' Sci-Fi']",117,61,52,232702,0
358,358,Transformers: Dark of the Moon,2011,PG-13,"['Action', ' Adventure', ' Sci-Fi']",154,62,42,416190,0
359,359,Cube,1997,R,"['Drama', ' Horror', ' Mystery']",90,72,61,237211,2
360,360,28 Weeks Later,2007,R,"['Action', ' Adventure', ' Horror']",100,69,78,282408,2
361,361,Assassin's Creed,2016,PG-13,"['Action', ' Adventure', ' Sci-Fi']",115,56,36,202466,0
362,362,Tron,1982,PG,"['Action', ' Adventure', ' Sci-Fi']",96,67,58,124639,2
363,363,Flash Gordon,1980,PG,"['Action', ' Adventure', ' Sci-Fi']",111,65,58,58668,2
364,364,The World's End,2013,R,"['Action', ' Comedy', ' Sci-Fi']",109,69,81,287703,2
365,365,Level 16,2018,Not Rated,"['Drama', ' Mystery', ' Sci-Fi']",102,61,46,13588,0
366,366,The Island,2005,PG-13,"['Action', ' Sci-Fi', ' Thriller']",136,68,50,320309,2
367,367,Hollow Man,2000,R,"['Action', ' Horror', ' Sci-Fi']",112,58,24,133984,0
368,368,Hot Tub Time Machine,2010,R,"['Comedy', ' Sci-Fi']",101,64,63,179331,2
369,369,Megamind,2010,PG,"['Animation', ' Action', ' Comedy']",95,73,63,273501,2
370,370,Tank Girl,1995,R,"['Action', ' Comedy', ' Sci-Fi']",104,53,46,32995,0
371,371,Superman Returns,2006,PG-13,"['Action', ' Adventure', ' Sci-Fi']",154,61,72,286568,2
372,372,Ghost in the Shell,2017,PG-13,"['Action', ' Crime', ' Drama']",107,63,52,219737,0
373,373,Overlord,2018,R,"['Action', ' Horror', ' Sci-Fi']",110,66,60,102105,2
374,374,Godzilla,1998,PG-13,"['Action', ' Sci-Fi', ' Thriller']",139,54,32,196862,0
375,375,Ghostbusters,2016,PG-13,"['Action', ' Comedy', ' Fantasy']",117,68,60,236102,2
376,376,Terminator Salvation,2009,PG-13,"['Action', ' Adventure', ' Sci-Fi']",115,65,49,367875,2
377,377,G.I. Joe: Retaliation,2013,PG-13,"['Action', ' Adventure', ' Sci-Fi']",110,57,41,183858,0
378,378,The Darkest Minds,2018,PG-13,"['Action', ' Adventure', ' Drama']",104,57,39,33757,0
379,379,Sorry to Bother You,2018,R,"['Comedy', ' Drama', ' Fantasy']",112,69,80,83136,2
380,380,Cloudy with a Chance of Meatballs,2009,PG,"['Animation', ' Adventure', ' Comedy']",90,69,66,241887,2
381,381,Space Jam,1996,PG,"['Animation', ' Adventure', ' Comedy']",88,65,59,202943,2
382,382,Mortal Engines,2018,PG-13,"['Action', ' Adventure', ' Fantasy']",128,61,44,130145,0
383,383,Ghostbusters II,1989,PG,"['Action', ' Comedy', ' Fantasy']",108,66,56,212654,2
384,384,The Fountain,2006,PG-13,"['Drama', ' Mystery', ' Romance']",97,72,51,243065,2
385,385,The Matrix Revolutions,2003,R,"['Action', ' Sci-Fi']",129,67,47,523118,2
386,386,Bill & Ted's Excellent Adventure,1989,PG,"['Adventure', ' Comedy', ' Music']",90,69,50,135004,2
387,387,Never Let Me Go,2010,R,"['Drama', ' Romance', ' Sci-Fi']",103,71,69,148594,2
388,388,Species,1995,R,"['Action', ' Horror', ' Sci-Fi']",108,58,49,82045,0
389,389,The Divergent Series: Insurgent,2015,PG-13,"['Action', ' Adventure', ' Sci-Fi']",119,62,42,244112,0
390,390,The Abyss,1989,PG-13,"['Adventure', ' Drama', ' Mystery']",140,75,62,182766,2
391,391,Cocoon,1985,PG-13,"['Comedy', ' Drama', ' Sci-Fi']",117,67,65,65505,2
392,392,Awake,2021,TV-MA,"['Action', ' Adventure', ' Drama']",96,49,35,23560,0
393,393,Battlestar Galactica,1979,TV-PG,"['Action', ' Adventure', ' Sci-Fi']",60,72,39,16428,0
394,394,Unbreakable,2000,PG-13,"['Drama', ' Mystery', ' Sci-Fi']",106,73,62,425882,2
395,395,The League of Extraordinary Gentlemen,2003,PG-13,"['Action', ' Adventure', ' Fantasy']",110,58,30,179118,0
396,396,Gemini Man,2019,PG-13,"['Action', ' Sci-Fi', ' Thriller']",117,57,38,116243,0
397,397,Star Trek: Nemesis,2002,PG-13,"['Action', ' Adventure', ' Sci-Fi']",116,64,51,81209,0
398,398,The Discovery,2017,TV-MA,"['Drama', ' Romance', ' Sci-Fi']",102,62,54,35615,0
399,399,Mortal Kombat,1995,PG-13,"['Action', ' Adventure', ' Fantasy']",101,58,60,120521,0
400,400,Star Trek Into Darkness,2013,PG-13,"['Action', ' Adventure', ' Sci-Fi']",132,77,72,488265,1
401,401,Back to the Future Part III,1990,PG,"['Adventure', ' Comedy', ' Sci-Fi']",118,74,55,457949,2
402,402,Mighty Morphin Power Rangers,1995,PG,"['Action', ' Adventure', ' Family']",95,52,40,28597,0
403,403,Star Wars: The Clone Wars,2008,PG,"['Animation', ' Action', ' Adventure']",98,59,35,68552,0
404,404,Jumper,2008,PG-13,"['Action', ' Adventure', ' Sci-Fi']",88,61,35,312518,0
405,405,Significant Other,2022,R,"['Drama', ' Mystery', ' Sci-Fi']",84,57,57,8889,0
406,406,The Munsters,2022,PG,"['Comedy', ' Family', ' Fantasy']",109,45,57,10005,0
407,407,Superman II,1980,PG,"['Action', ' Adventure', ' Sci-Fi']",127,68,83,110229,2
408,408,Brazil,1985,R,"['Drama', ' Sci-Fi']",132,79,84,204399,2
409,409,Green Lantern,2011,PG-13,"['Action', ' Adventure', ' Sci-Fi']",114,55,39,289166,0
410,410,Howard the Duck,1986,PG,"['Action', ' Adventure', ' Comedy']",110,47,28,48601,0
411,411,Resident Evil: Apocalypse,2004,R,"['Action', ' Horror', ' Sci-Fi']",94,61,35,203670,0
412,412,Maze Runner: The Death Cure,2018,PG-13,"['Action', ' Adventure', ' Sci-Fi']",143,62,50,147910,0
413,413,The Midnight Sky,2020,PG-13,"['Adventure', ' Drama', ' Sci-Fi']",118,57,58,85808,0
414,414,Meet the Robinsons,2007,G,"['Animation', ' Adventure', ' Comedy']",95,68,61,104545,2
415,415,Star Trek: Generations,1994,PG,"['Action', ' Adventure', ' Mystery']",118,66,55,84041,2
416,416,The Hitchhiker's Guide to the Galaxy,2005,PG,"['Adventure', ' Comedy', ' Sci-Fi']",109,67,63,202062,2
417,417,Mission to Mars,2000,PG,"['Adventure', ' Sci-Fi', ' Thriller']",114,56,34,74709,0
418,418,PAW Patrol: The Movie,2021,G,"['Animation', ' Action', ' Adventure']",86,61,50,6880,0
419,419,Alien: Resurrection,1997,R,"['Action', ' Horror', ' Sci-Fi']",109,62,63,253060,2
420,420,The Core,2003,PG-13,"['Action', ' Adventure', ' Sci-Fi']",135,55,48,103714,0
421,421,Titane,2021,R,"['Drama', ' Horror', ' Sci-Fi']",108,65,75,49351,2
422,422,Despicable Me 2,2013,PG,"['Animation', ' Adventure', ' Comedy']",98,73,62,408499,2
423,423,Allegiant,2016,PG-13,"['Action', ' Adventure', ' Mystery']",120,57,33,126731,0
424,424,"Dude, Where's My Car?",2000,PG-13,"['Comedy', ' Mystery', ' Sci-Fi']",83,55,30,142299,0
425,425,The Dark Tower,2017,PG-13,"['Action', ' Adventure', ' Fantasy']",95,56,34,141491,0
426,426,Surrogates,2009,PG-13,"['Action', ' Sci-Fi', ' Thriller']",89,63,45,177344,0
427,427,Short Circuit,1986,PG,"['Comedy', ' Family', ' Sci-Fi']",98,66,50,63760,0
428,428,Twilight Zone: The Movie,1983,PG,"['Horror', ' Sci-Fi']",101,64,44,39258,0
429,429,Despicable Me 3,2017,PG,"['Animation', ' Adventure', ' Comedy']",89,62,49,141484,0
430,430,Resident Evil: Retribution,2012,R,"['Action', ' Horror', ' Sci-Fi']",95,53,39,145549,0
431,431,Ender's Game,2013,PG-13,"['Action', ' Adventure', ' Sci-Fi']",114,66,51,245599,2
432,432,Bolt,2008,PG,"['Animation', ' Adventure', ' Comedy']",96,68,67,217626,2
433,433,Innerspace,1987,PG,"['Action', ' Adventure', ' Comedy']",120,68,66,62340,2
434,434,Flight of the Navigator,1986,PG,"['Adventure', ' Comedy', ' Family']",90,69,64,49695,2
435,435,Mad God,2021,Unrated,"['Animation', ' Fantasy', ' Horror']",83,68,80,11018,2
436,436,Maze Runner: The Scorch Trials,2015,PG-13,"['Action', ' Adventure', ' Sci-Fi']",131,63,43,259134,0
437,437,Lifeforce,1985,R,"['Action', ' Horror', ' Mystery']",101,61,50,27222,0
438,438,Ghost in the Shell,1995,TV-MA,"['Animation', ' Action', ' Crime']",83,79,76,147376,2
440,440,Logan's Run,1976,PG,"['Action', ' Adventure', ' Sci-Fi']",119,68,53,58602,2
441,441,The Time Machine,2002,PG-13,"['Action', ' Adventure', ' Sci-Fi']",96,60,42,126718,0
442,442,The Iron Giant,1999,PG,"['Animation', ' Action', ' Adventure']",86,81,85,206936,2
443,443,Bubble Boy,2001,PG-13,"['Adventure', ' Comedy', ' Romance']",84,57,41,34086,0
444,444,Strange Days,1995,R,"['Crime', ' Drama', ' Sci-Fi']",145,72,66,74951,2
445,445,Chronicle,2012,PG-13,"['Action', ' Drama', ' Sci-Fi']",84,70,69,255921,2
446,446,After Yang,2021,PG,"['Drama', ' Sci-Fi']",96,67,78,18188,2
447,447,Voyagers,2021,PG-13,"['Adventure', ' Sci-Fi', ' Thriller']",108,54,44,23415,0
448,448,Dark Skies,2013,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",97,63,50,77382,0
449,449,Zoom,2006,PG,"['Action', ' Adventure', ' Comedy']",83,43,26,21879,0
450,450,Superhero Movie,2008,PG-13,"['Action', ' Comedy', ' Sci-Fi']",75,46,33,71611,0
451,451,I Origins,2014,R,"['Drama', ' Mystery', ' Romance']",106,73,57,128425,2
452,452,The Cloverfield Paradox,2018,PG-13,"['Action', ' Adventure', ' Horror']",102,55,37,108289,0
453,453,Fantastic Four,2005,PG-13,"['Action', ' Adventure', ' Fantasy']",106,57,40,334930,0
454,454,It Comes at Night,2017,R,"['Drama', ' Horror', ' Mystery']",91,62,78,97320,2
455,455,Blade: Trinity,2004,R,"['Action', ' Horror', ' Sci-Fi']",113,58,38,181836,0
456,456,Escape from New York,1981,R,"['Action', ' Adventure', ' Sci-Fi']",99,71,76,147990,2
457,457,Pacific Rim: Uprising,2018,PG-13,"['Action', ' Adventure', ' Fantasy']",111,56,44,120628,0
458,458,Blade II,2002,R,"['Action', ' Horror', ' Sci-Fi']",117,67,52,224464,2
459,459,High Life,2018,R,"['Adventure', ' Drama', ' Horror']",113,58,78,37746,2
460,460,The Day the Earth Stood Still,2008,PG-13,"['Adventure', ' Drama', ' Sci-Fi']",104,55,40,173525,0
461,461,Men in Black: International,2019,PG-13,"['Action', ' Adventure', ' Comedy']",114,56,38,138662,0
462,462,Chip 'n Dale: Rescue Rangers,2022,PG,"['Animation', ' Action', ' Adventure']",97,70,66,43057,2
463,463,"I, Frankenstein",2014,PG-13,"['Action', ' Fantasy', ' Sci-Fi']",92,51,30,82335,0
464,464,Piranha 3DD,2012,R,"['Comedy', ' Horror', ' Sci-Fi']",83,38,24,43863,0
465,465,Color Out of Space,2019,Unrated,"['Horror', ' Mystery', ' Sci-Fi']",111,62,70,51137,2
466,466,The Rocketeer,1991,PG,"['Action', ' Adventure', ' Family']",108,65,61,59459,2
467,467,The Wandering Earth,2019,TV-MA,"['Action', ' Adventure', ' Sci-Fi']",125,59,57,33200,0
468,468,Bill & Ted Face the Music,2020,PG-13,"['Adventure', ' Comedy', ' Music']",91,59,65,49764,2
469,469,Hulk,2003,PG-13,"['Action', ' Sci-Fi']",138,56,54,272008,0
470,470,The Adventures of Sharkboy and Lavagirl 3-D,2005,PG,"['Action', ' Adventure', ' Comedy']",93,37,38,39577,0
471,471,Bloodshot,2020,PG-13,"['Action', ' Adventure', ' Sci-Fi']",109,57,44,80584,0
472,472,The Lego Movie 2: The Second Part,2019,PG,"['Animation', ' Action', ' Adventure']",107,66,65,70168,2
473,473,Pandorum,2009,R,"['Action', ' Horror', ' Mystery']",108,67,28,154349,0
474,474,The Adjustment Bureau,2011,PG-13,"['Romance', ' Sci-Fi', ' Thriller']",106,70,60,261908,2
475,475,Blast from the Past,1999,PG-13,"['Comedy', ' Drama', ' Romance']",112,67,48,68488,0
477,477,Chappie,2015,R,"['Action', ' Crime', ' Drama']",120,68,41,258032,0
478,478,Mystery Men,1999,PG-13,"['Action', ' Comedy', ' Fantasy']",121,61,65,68568,2
479,479,The Return of the Living Dead,1985,R,"['Comedy', ' Horror', ' Sci-Fi']",91,73,66,64032,2
480,480,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,PG-13,"['Action', ' Adventure', ' Comedy']",112,59,40,95635,0
481,481,Frequency,2000,PG-13,"['Crime', ' Drama', ' Mystery']",118,74,67,111119,2
482,482,The Island of Dr. Moreau,1996,PG-13,"['Horror', ' Sci-Fi', ' Thriller']",96,45,37,34341,0
483,483,Soylent Green,1973,PG,"['Crime', ' Mystery', ' Sci-Fi']",97,70,66,67167,2
484,484,Star Trek II: The Wrath of Khan,1982,PG,"['Action', ' Adventure', ' Sci-Fi']",113,77,68,124615,2
485,485,The Endless,2017,Not Rated,"['Drama', ' Fantasy', ' Horror']",111,65,80,45182,2
486,486,Deja Vu,2006,PG-13,"['Action', ' Crime', ' Sci-Fi']",126,71,59,316674,2
487,487,Jung_E,2023,TV-14,"['Action', ' Adventure', ' Drama']",98,54,52,8686,0
488,488,The Silence,2019,PG-13,"['Drama', ' Horror', ' Sci-Fi']",90,53,25,47525,0
489,489,Star Trek: The Motion Picture,1979,G,"['Adventure', ' Mystery', ' Sci-Fi']",143,64,50,92743,0
490,490,Hellboy II: The Golden Army,2008,PG-13,"['Action', ' Adventure', ' Fantasy']",120,70,78,277311,2
491,491,Jupiter Ascending,2015,PG-13,"['Action', ' Adventure', ' Sci-Fi']",127,53,40,190848,0
492,492,Monsters vs. Aliens,2009,PG,"['Animation', ' Action', ' Adventure']",94,64,56,168014,2
493,493,Disaster Movie,2008,PG-13,"['Comedy', ' Sci-Fi']",87,19,15,92646,0
494,494,In the Tall Grass,2019,TV-MA,"['Horror', ' Mystery', ' Sci-Fi']",101,54,46,59290,0
495,495,Resident Evil: The Final Chapter,2016,R,"['Action', ' Horror', ' Sci-Fi']",107,55,49,96872,0
496,496,Invasion of the Body Snatchers,1978,PG,"['Horror', ' Sci-Fi']",115,74,75,63436,2
497,497,Forbidden Planet,1956,G,"['Adventure', ' Sci-Fi']",98,75,80,50869,2
498,498,The Outwaters,2022,Not Rated,"['Horror', ' Sci-Fi', ' Thriller']",110,41,72,2472,0
499,499,Boss Level,2020,TV-MA,"['Action', ' Adventure', ' Comedy']",100,68,56,71709,2
500,500,Predators,2010,R,"['Action', ' Adventure', ' Fantasy']",107,64,51,236008,0
501,501,I Am Number Four,2011,PG-13,"['Action', ' Adventure', ' Sci-Fi']",111,61,36,241224,0
502,502,Scanners,1981,R,"['Horror', ' Sci-Fi', ' Thriller']",103,67,60,58074,2
503,503,Death Race,2008,R,"['Action', ' Sci-Fi', ' Thriller']",105,64,43,212811,0
504,504,Evolution,2001,PG-13,"['Comedy', ' Sci-Fi']",101,61,40,131824,0
505,505,Mad Max Beyond Thunderdome,1985,PG-13,"['Action', ' Adventure', ' Sci-Fi']",107,62,71,140665,2
506,506,The Host,2013,PG-13,"['Action', ' Adventure', ' Drama']",125,58,35,116540,0
507,507,Brightburn,2019,R,"['Drama', ' Horror', ' Mystery']",90,61,44,101660,0
508,508,The Emoji Movie,2017,PG,"['Animation', ' Adventure', ' Comedy']",86,34,12,66823,0
509,509,Videodrome,1983,R,"['Horror', ' Sci-Fi', ' Thriller']",87,72,60,96905,2
510,510,Star Trek VI: The Undiscovered Country,1991,PG,"['Action', ' Adventure', ' Sci-Fi']",110,72,65,77835,2
511,511,Pi,1998,R,"['Drama', ' Horror', ' Mystery']",84,73,72,182149,2
512,512,Fantastic Four: Rise of the Silver Surfer,2007,PG,"['Action', ' Adventure', ' Fantasy']",92,56,45,270191,0
513,513,Spy Kids 3: Game Over,2003,PG,"['Action', ' Adventure', ' Comedy']",84,43,57,62636,0
514,514,Alien vs. Predator,2004,PG-13,"['Action', ' Adventure', ' Horror']",101,56,29,204816,0
515,515,Extinction,2018,TV-MA,"['Action', ' Drama', ' Sci-Fi']",95,58,40,54784,0
516,516,Project Power,2020,R,"['Action', ' Crime', ' Sci-Fi']",113,60,51,92360,0
517,517,Chicken Little,2005,G,"['Animation', ' Adventure', ' Comedy']",81,57,48,95952,0
518,518,Stowaway,2021,TV-MA,"['Adventure', ' Sci-Fi', ' Thriller']",116,56,63,48447,0
519,519,Left Behind,2014,PG-13,"['Action', ' Fantasy', ' Sci-Fi']",110,31,12,40868,0
520,520,Resident Evil: Extinction,2007,R,"['Action', ' Horror', ' Sci-Fi']",94,62,41,199510,0
521,521,I Am Mother,2019,TV-14,"['Drama', ' Mystery', ' Sci-Fi']",113,67,64,94116,2
522,522,The Dead Zone,1983,R,"['Drama', ' Horror', ' Sci-Fi']",103,72,69,73027,2
523,523,9,2009,PG-13,"['Animation', ' Action', ' Adventure']",79,70,60,142741,2
524,524,Mr. Peabody & Sherman,2014,PG,"['Animation', ' Adventure', ' Comedy']",92,68,59,73278,2
525,525,Star Trek: Insurrection,1998,PG,"['Action', ' Adventure', ' Sci-Fi']",103,64,64,76969,2
526,526,Primer,2004,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",77,68,68,109386,2
527,527,The Colony,2021,R,"['Action', ' Adventure', ' Sci-Fi']",104,54,52,10644,0
528,528,Bedtime Stories,2008,PG,"['Adventure', ' Comedy', ' Family']",99,60,33,97766,0
529,529,The Last Starfighter,1984,PG,"['Action', ' Adventure', ' Sci-Fi']",101,67,67,43881,2
530,530,The Toxic Avenger,1984,R,"['Action', ' Comedy', ' Horror']",82,62,42,29898,0
531,531,Firestarter,2022,R,"['Drama', ' Horror', ' Sci-Fi']",94,46,32,18093,0
532,532,Nausicaä of the Valley of the Wind,1984,PG,"['Animation', ' Adventure', ' Sci-Fi']",117,80,86,173127,2
533,533,Mute,2018,TV-MA,"['Mystery', ' Sci-Fi', ' Thriller']",126,54,35,36584,0
534,534,Real Genius,1985,PG,"['Comedy', ' Romance', ' Sci-Fi']",108,69,71,35857,2
535,535,Scooby-Doo 2: Monsters Unleashed,2004,PG,"['Adventure', ' Comedy', ' Family']",93,52,34,60666,0
536,536,Paprika,2006,R,"['Animation', ' Drama', ' Fantasy']",90,77,81,86923,2
537,537,Lost in Space,1998,PG-13,"['Action', ' Adventure', ' Family']",130,52,42,73520,0
538,538,Resident Evil: Afterlife,2010,R,"['Action', ' Horror', ' Sci-Fi']",96,58,37,174636,0
539,539,The Purge: Election Year,2016,R,"['Action', ' Horror', ' Sci-Fi']",108,60,55,104566,0
540,540,A Scanner Darkly,2006,R,"['Animation', ' Comedy', ' Crime']",100,70,73,114081,2
541,541,If I Stay,2014,PG-13,"['Drama', ' Fantasy', ' Music']",107,67,46,125465,0
542,542,Fire in the Sky,1993,PG-13,"['Biography', ' Drama', ' Fantasy']",109,65,42,26218,0
543,543,Black Crab,2022,TV-MA,"['Action', ' Adventure', ' Drama']",114,57,54,23317,0
544,544,Solaris,1972,PG,"['Drama', ' Mystery', ' Sci-Fi']",167,80,93,93951,2
545,545,Perfect Sense,2011,R,"['Drama', ' Romance', ' Sci-Fi']",92,70,55,61595,2
546,546,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,PG,"['Adventure', ' Comedy', ' Sci-Fi']",103,62,70,27327,2
548,548,Transcendence,2014,PG-13,"['Action', ' Drama', ' Sci-Fi']",119,62,42,232704,0
549,549,eXistenZ,1999,R,"['Horror', ' Mystery', ' Sci-Fi']",97,68,68,102987,2
550,550,Morgan,2016,R,"['Action', ' Horror', ' Sci-Fi']",92,58,48,44596,0
551,551,DeepStar Six,1989,R,"['Action', ' Horror', ' Sci-Fi']",99,53,34,12467,0
552,552,Critters 2: The Main Course,1988,PG-13,"['Comedy', ' Horror', ' Sci-Fi']",86,55,48,15934,0
553,553,2010: The Year We Make Contact,1984,PG,"['Adventure', ' Mystery', ' Sci-Fi']",116,67,53,54860,2
554,554,Spies in Disguise,2019,PG,"['Animation', ' Action', ' Adventure']",102,68,54,52052,2
555,555,Heavy Metal,1981,R,"['Animation', ' Adventure', ' Fantasy']",86,66,51,36383,2
556,556,Westworld,1973,PG,"['Action', ' Sci-Fi', ' Thriller']",88,69,77,60355,2
557,557,Belle,2021,PG,"['Animation', ' Adventure', ' Drama']",121,71,83,14198,2
558,558,Zapped!,1982,R,"['Comedy', ' Fantasy', ' Sci-Fi']",98,49,10,7218,0
559,559,Predator 2,1990,R,"['Action', ' Horror', ' Sci-Fi']",108,63,46,173607,0
560,560,Land of the Lost,2009,PG-13,"['Action', ' Adventure', ' Comedy']",102,53,32,73000,0
561,561,Volcano,1997,PG-13,"['Action', ' Drama', ' Sci-Fi']",104,55,55,78666,0
562,562,Mary Shelley's Frankenstein,1994,R,"['Drama', ' Horror', ' Romance']",123,63,49,56956,0
563,563,Clifford the Big Red Dog,2021,PG,"['Animation', ' Adventure', ' Comedy']",96,59,55,14627,0
564,564,Oxygen,2021,TV-14,"['Drama', ' Fantasy', ' Sci-Fi']",100,65,67,41050,2
565,565,Phenomenon,1996,PG,"['Drama', ' Fantasy', ' Romance']",123,64,41,81290,0
566,566,How It Ends,2018,TV-MA,"['Action', ' Drama', ' Horror']",113,50,36,55239,0
567,567,The House with a Clock in Its Walls,2018,PG,"['Comedy', ' Family', ' Fantasy']",105,60,57,53235,0
568,568,Cowboys & Aliens,2011,PG-13,"['Action', ' Sci-Fi', ' Thriller']",119,60,50,225365,0
569,569,Ron's Gone Wrong,2021,PG,"['Animation', ' Adventure', ' Comedy']",107,70,65,36427,2
570,570,Replicas,2018,PG-13,"['Drama', ' Sci-Fi', ' Thriller']",107,54,19,39989,0
571,572,Gamer,2009,R,"['Action', ' Sci-Fi', ' Thriller']",95,57,27,137060,0
572,573,Red Planet,2000,PG-13,"['Action', ' Sci-Fi', ' Thriller']",106,57,34,58892,0
573,574,Cloudy with a Chance of Meatballs 2,2013,PG,"['Animation', ' Adventure', ' Comedy']",95,63,59,107632,2
574,575,The Nutty Professor,1996,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",95,57,62,120042,0
575,576,Little Monsters,2019,R,"['Comedy', ' Horror', ' Sci-Fi']",93,63,59,18191,2
576,577,Cell,2016,R,"['Action', ' Adventure', ' Horror']",98,44,38,28961,0
577,578,Hardcore Henry,2015,R,"['Action', ' Adventure', ' Sci-Fi']",96,67,51,98204,2
578,579,Freaks,2018,R,"['Drama', ' Mystery', ' Sci-Fi']",105,67,63,37001,2
579,580,Krull,1983,PG,"['Action', ' Adventure', ' Fantasy']",121,61,45,34681,0
580,581,Cargo,2017,TV-MA,"['Drama', ' Horror', ' Sci-Fi']",105,63,65,45442,2
581,582,After Earth,2013,PG-13,"['Action', ' Adventure', ' Sci-Fi']",100,48,33,204370,0
582,583,Barb Wire,1996,R,"['Action', ' Sci-Fi']",98,35,40,30077,0
583,584,Jason X,2001,R,"['Action', ' Horror', ' Sci-Fi']",92,44,25,58375,0
584,585,Synchronic,2019,R,"['Drama', ' Horror', ' Mystery']",102,62,64,34110,2
585,586,Southland Tales,2006,R,"['Comedy', ' Drama', ' Mystery']",145,53,44,39574,0
586,587,The Man Who Fell to Earth,1976,R,"['Drama', ' Sci-Fi']",139,66,81,27445,2
587,588,Ice Age: Collision Course,2016,PG,"['Animation', ' Adventure', ' Comedy']",94,56,34,69835,0
588,589,Night of the Comet,1984,PG-13,"['Comedy', ' Horror', ' Sci-Fi']",95,63,59,22076,2
589,590,The Jacket,2005,R,"['Drama', ' Fantasy', ' Mystery']",103,71,44,116029,2
590,591,The Cave,2005,PG-13,"['Adventure', ' Horror', ' Sci-Fi']",97,51,30,40003,0
591,592,A Wrinkle in Time,2018,PG,"['Adventure', ' Family', ' Fantasy']",109,42,53,46143,0
592,593,From Beyond,1986,R,"['Horror', ' Sci-Fi']",85,66,60,27890,2
